Data;Ano;Mês;Nome do Mês;Dia;Dia da Semana;Dia Útil;Semana;CW;Trimestre;Nome do Trimestre;Semestre;Nome do Semestre;Início do Mês;Mês/Ano;Mês/Ano Curto
2019-10-07;2019;10;Outubro;7;Segunda-Feira;Dia Útil;41;41/19;4;Trim 4;2;Semestre 2;2019-10-01;out/19;out/19
2019-10-08;2019;10;Outubro;8;Terça-Feira;Dia Útil;41;41/19;4;Trim 4;2;Semestre 2;2019-10-01;out/19;out/19
2019-10-09;2019;10;Outubro;9;Quarta-Feira;Dia Útil;41;41/19;4;Trim 4;2;Semestre 2;2019-10-01;out/19;out/19
2019-10-10;2019;10;Outubro;10;Quinta-Feira;Dia Útil;41;41/19;4;Trim 4;2;Semestre 2;2019-10-01;out/19;out/19
2019-10-11;2019;10;Outubro;11;Sexta-Feira;Dia Útil;41;41/19;4;Trim 4;2;Semestre 2;2019-10-01;out/19;out/19
2019-10-12;2019;10;Outubro;12;Sábado;Final de Semana;41;41/19;4;Trim 4;2;Semestre 2;2019-10-01;out/19;out/19
2019-10-13;2019;10;Outubro;13;Domingo;Final de Semana;42;42/19;4;Trim 4;2;Semestre 2;2019-10-01;out/19;out/19
2019-10-14;2019;10;Outubro;14;Segunda-Feira;Dia Útil;42;42/19;4;Trim 4;2;Semestre 2;2019-10-01;out/19;out/19
2019-10-15;2019;10;Outubro;15;Terça-Feira;Dia Útil;42;42/19;4;Trim 4;2;Semestre 2;2019-10-01;out/19;out/19
2019-10-16;2019;10;Outubro;16;Quarta-Feira;Dia Útil;42;42/19;4;Trim 4;2;Semestre 2;2019-10-01;out/19;out/19
2019-10-17;2019;10;Outubro;17;Quinta-Feira;Dia Útil;42;42/19;4;Trim 4;2;Semestre 2;2019-10-01;out/19;out/19
2019-10-18;2019;10;Outubro;18;Sexta-Feira;Dia Útil;42;42/19;4;Trim 4;2;Semestre 2;2019-10-01;out/19;out/19
2019-10-19;2019;10;Outubro;19;Sábado;Final de Semana;42;42/19;4;Trim 4;2;Semestre 2;2019-10-01;out/19;out/19
2019-10-20;2019;10;Outubro;20;Domingo;Final de Semana;43;43/19;4;Trim 4;2;Semestre 2;2019-10-01;out/19;out/19
2019-10-21;2019;10;Outubro;21;Segunda-Feira;Dia Útil;43;43/19;4;Trim 4;2;Semestre 2;2019-10-01;out/19;out/19
2019-10-22;2019;10;Outubro;22;Terça-Feira;Dia Útil;43;43/19;4;Trim 4;2;Semestre 2;2019-10-01;out/19;out/19
2019-10-23;2019;10;Outubro;23;Quarta-Feira;Dia Útil;43;43/19;4;Trim 4;2;Semestre 2;2019-10-01;out/19;out/19
2019-10-24;2019;10;Outubro;24;Quinta-Feira;Dia Útil;43;43/19;4;Trim 4;2;Semestre 2;2019-10-01;out/19;out/19
2019-10-25;2019;10;Outubro;25;Sexta-Feira;Dia Útil;43;43/19;4;Trim 4;2;Semestre 2;2019-10-01;out/19;out/19
2019-10-26;2019;10;Outubro;26;Sábado;Final de Semana;43;43/19;4;Trim 4;2;Semestre 2;2019-10-01;out/19;out/19
2019-10-27;2019;10;Outubro;27;Domingo;Final de Semana;44;44/19;4;Trim 4;2;Semestre 2;2019-10-01;out/19;out/19
2019-10-28;2019;10;Outubro;28;Segunda-Feira;Dia Útil;44;44/19;4;Trim 4;2;Semestre 2;2019-10-01;out/19;out/19
2019-10-29;2019;10;Outubro;29;Terça-Feira;Dia Útil;44;44/19;4;Trim 4;2;Semestre 2;2019-10-01;out/19;out/19
2019-10-30;2019;10;Outubro;30;Quarta-Feira;Dia Útil;44;44/19;4;Trim 4;2;Semestre 2;2019-10-01;out/19;out/19
2019-10-31;2019;10;Outubro;31;Quinta-Feira;Dia Útil;44;44/19;4;Trim 4;2;Semestre 2;2019-10-01;out/19;out/19
2019-11-01;2019;11;Novembro;1;Sexta-Feira;Dia Útil;44;44/19;4;Trim 4;2;Semestre 2;2019-11-01;nov/19;nov/19
2019-11-02;2019;11;Novembro;2;Sábado;Final de Semana;44;44/19;4;Trim 4;2;Semestre 2;2019-11-01;nov/19;nov/19
2019-11-03;2019;11;Novembro;3;Domingo;Final de Semana;45;45/19;4;Trim 4;2;Semestre 2;2019-11-01;nov/19;nov/19
2019-11-04;2019;11;Novembro;4;Segunda-Feira;Dia Útil;45;45/19;4;Trim 4;2;Semestre 2;2019-11-01;nov/19;nov/19
2019-11-05;2019;11;Novembro;5;Terça-Feira;Dia Útil;45;45/19;4;Trim 4;2;Semestre 2;2019-11-01;nov/19;nov/19
2019-11-06;2019;11;Novembro;6;Quarta-Feira;Dia Útil;45;45/19;4;Trim 4;2;Semestre 2;2019-11-01;nov/19;nov/19
2019-11-07;2019;11;Novembro;7;Quinta-Feira;Dia Útil;45;45/19;4;Trim 4;2;Semestre 2;2019-11-01;nov/19;nov/19
2019-11-08;2019;11;Novembro;8;Sexta-Feira;Dia Útil;45;45/19;4;Trim 4;2;Semestre 2;2019-11-01;nov/19;nov/19
2019-11-09;2019;11;Novembro;9;Sábado;Final de Semana;45;45/19;4;Trim 4;2;Semestre 2;2019-11-01;nov/19;nov/19
2019-11-10;2019;11;Novembro;10;Domingo;Final de Semana;46;46/19;4;Trim 4;2;Semestre 2;2019-11-01;nov/19;nov/19
2019-11-11;2019;11;Novembro;11;Segunda-Feira;Dia Útil;46;46/19;4;Trim 4;2;Semestre 2;2019-11-01;nov/19;nov/19
2019-11-12;2019;11;Novembro;12;Terça-Feira;Dia Útil;46;46/19;4;Trim 4;2;Semestre 2;2019-11-01;nov/19;nov/19
2019-11-13;2019;11;Novembro;13;Quarta-Feira;Dia Útil;46;46/19;4;Trim 4;2;Semestre 2;2019-11-01;nov/19;nov/19
2019-11-14;2019;11;Novembro;14;Quinta-Feira;Dia Útil;46;46/19;4;Trim 4;2;Semestre 2;2019-11-01;nov/19;nov/19
2019-11-15;2019;11;Novembro;15;Sexta-Feira;Dia Útil;46;46/19;4;Trim 4;2;Semestre 2;2019-11-01;nov/19;nov/19
2019-11-16;2019;11;Novembro;16;Sábado;Final de Semana;46;46/19;4;Trim 4;2;Semestre 2;2019-11-01;nov/19;nov/19
2019-11-17;2019;11;Novembro;17;Domingo;Final de Semana;47;47/19;4;Trim 4;2;Semestre 2;2019-11-01;nov/19;nov/19
2019-11-18;2019;11;Novembro;18;Segunda-Feira;Dia Útil;47;47/19;4;Trim 4;2;Semestre 2;2019-11-01;nov/19;nov/19
2019-11-19;2019;11;Novembro;19;Terça-Feira;Dia Útil;47;47/19;4;Trim 4;2;Semestre 2;2019-11-01;nov/19;nov/19
2019-11-20;2019;11;Novembro;20;Quarta-Feira;Dia Útil;47;47/19;4;Trim 4;2;Semestre 2;2019-11-01;nov/19;nov/19
2019-11-21;2019;11;Novembro;21;Quinta-Feira;Dia Útil;47;47/19;4;Trim 4;2;Semestre 2;2019-11-01;nov/19;nov/19
2019-11-22;2019;11;Novembro;22;Sexta-Feira;Dia Útil;47;47/19;4;Trim 4;2;Semestre 2;2019-11-01;nov/19;nov/19
2019-11-23;2019;11;Novembro;23;Sábado;Final de Semana;47;47/19;4;Trim 4;2;Semestre 2;2019-11-01;nov/19;nov/19
2019-11-24;2019;11;Novembro;24;Domingo;Final de Semana;48;48/19;4;Trim 4;2;Semestre 2;2019-11-01;nov/19;nov/19
2019-11-25;2019;11;Novembro;25;Segunda-Feira;Dia Útil;48;48/19;4;Trim 4;2;Semestre 2;2019-11-01;nov/19;nov/19
2019-11-26;2019;11;Novembro;26;Terça-Feira;Dia Útil;48;48/19;4;Trim 4;2;Semestre 2;2019-11-01;nov/19;nov/19
2019-11-27;2019;11;Novembro;27;Quarta-Feira;Dia Útil;48;48/19;4;Trim 4;2;Semestre 2;2019-11-01;nov/19;nov/19
2019-11-28;2019;11;Novembro;28;Quinta-Feira;Dia Útil;48;48/19;4;Trim 4;2;Semestre 2;2019-11-01;nov/19;nov/19
2019-11-29;2019;11;Novembro;29;Sexta-Feira;Dia Útil;48;48/19;4;Trim 4;2;Semestre 2;2019-11-01;nov/19;nov/19
2019-11-30;2019;11;Novembro;30;Sábado;Final de Semana;48;48/19;4;Trim 4;2;Semestre 2;2019-11-01;nov/19;nov/19
2019-12-01;2019;12;Dezembro;1;Domingo;Final de Semana;49;49/19;4;Trim 4;2;Semestre 2;2019-12-01;dez/19;dez/19
2019-12-02;2019;12;Dezembro;2;Segunda-Feira;Dia Útil;49;49/19;4;Trim 4;2;Semestre 2;2019-12-01;dez/19;dez/19
2019-12-03;2019;12;Dezembro;3;Terça-Feira;Dia Útil;49;49/19;4;Trim 4;2;Semestre 2;2019-12-01;dez/19;dez/19
2019-12-04;2019;12;Dezembro;4;Quarta-Feira;Dia Útil;49;49/19;4;Trim 4;2;Semestre 2;2019-12-01;dez/19;dez/19
2019-12-05;2019;12;Dezembro;5;Quinta-Feira;Dia Útil;49;49/19;4;Trim 4;2;Semestre 2;2019-12-01;dez/19;dez/19
2019-12-06;2019;12;Dezembro;6;Sexta-Feira;Dia Útil;49;49/19;4;Trim 4;2;Semestre 2;2019-12-01;dez/19;dez/19
2019-12-07;2019;12;Dezembro;7;Sábado;Final de Semana;49;49/19;4;Trim 4;2;Semestre 2;2019-12-01;dez/19;dez/19
2019-12-08;2019;12;Dezembro;8;Domingo;Final de Semana;50;50/19;4;Trim 4;2;Semestre 2;2019-12-01;dez/19;dez/19
2019-12-09;2019;12;Dezembro;9;Segunda-Feira;Dia Útil;50;50/19;4;Trim 4;2;Semestre 2;2019-12-01;dez/19;dez/19
2019-12-10;2019;12;Dezembro;10;Terça-Feira;Dia Útil;50;50/19;4;Trim 4;2;Semestre 2;2019-12-01;dez/19;dez/19
2019-12-11;2019;12;Dezembro;11;Quarta-Feira;Dia Útil;50;50/19;4;Trim 4;2;Semestre 2;2019-12-01;dez/19;dez/19
2019-12-12;2019;12;Dezembro;12;Quinta-Feira;Dia Útil;50;50/19;4;Trim 4;2;Semestre 2;2019-12-01;dez/19;dez/19
2019-12-13;2019;12;Dezembro;13;Sexta-Feira;Dia Útil;50;50/19;4;Trim 4;2;Semestre 2;2019-12-01;dez/19;dez/19
2019-12-14;2019;12;Dezembro;14;Sábado;Final de Semana;50;50/19;4;Trim 4;2;Semestre 2;2019-12-01;dez/19;dez/19
2019-12-15;2019;12;Dezembro;15;Domingo;Final de Semana;51;51/19;4;Trim 4;2;Semestre 2;2019-12-01;dez/19;dez/19
2019-12-16;2019;12;Dezembro;16;Segunda-Feira;Dia Útil;51;51/19;4;Trim 4;2;Semestre 2;2019-12-01;dez/19;dez/19
2019-12-17;2019;12;Dezembro;17;Terça-Feira;Dia Útil;51;51/19;4;Trim 4;2;Semestre 2;2019-12-01;dez/19;dez/19
2019-12-18;2019;12;Dezembro;18;Quarta-Feira;Dia Útil;51;51/19;4;Trim 4;2;Semestre 2;2019-12-01;dez/19;dez/19
2019-12-19;2019;12;Dezembro;19;Quinta-Feira;Dia Útil;51;51/19;4;Trim 4;2;Semestre 2;2019-12-01;dez/19;dez/19
2019-12-20;2019;12;Dezembro;20;Sexta-Feira;Dia Útil;51;51/19;4;Trim 4;2;Semestre 2;2019-12-01;dez/19;dez/19
2019-12-21;2019;12;Dezembro;21;Sábado;Final de Semana;51;51/19;4;Trim 4;2;Semestre 2;2019-12-01;dez/19;dez/19
2019-12-22;2019;12;Dezembro;22;Domingo;Final de Semana;52;52/19;4;Trim 4;2;Semestre 2;2019-12-01;dez/19;dez/19
2019-12-23;2019;12;Dezembro;23;Segunda-Feira;Dia Útil;52;52/19;4;Trim 4;2;Semestre 2;2019-12-01;dez/19;dez/19
2019-12-24;2019;12;Dezembro;24;Terça-Feira;Dia Útil;52;52/19;4;Trim 4;2;Semestre 2;2019-12-01;dez/19;dez/19
2019-12-25;2019;12;Dezembro;25;Quarta-Feira;Dia Útil;52;52/19;4;Trim 4;2;Semestre 2;2019-12-01;dez/19;dez/19
2019-12-26;2019;12;Dezembro;26;Quinta-Feira;Dia Útil;52;52/19;4;Trim 4;2;Semestre 2;2019-12-01;dez/19;dez/19
2019-12-27;2019;12;Dezembro;27;Sexta-Feira;Dia Útil;52;52/19;4;Trim 4;2;Semestre 2;2019-12-01;dez/19;dez/19
2019-12-28;2019;12;Dezembro;28;Sábado;Final de Semana;52;52/19;4;Trim 4;2;Semestre 2;2019-12-01;dez/19;dez/19
2019-12-29;2019;12;Dezembro;29;Domingo;Final de Semana;53;53/19;4;Trim 4;2;Semestre 2;2019-12-01;dez/19;dez/19
2019-12-30;2019;12;Dezembro;30;Segunda-Feira;Dia Útil;53;53/19;4;Trim 4;2;Semestre 2;2019-12-01;dez/19;dez/19
2019-12-31;2019;12;Dezembro;31;Terça-Feira;Dia Útil;53;53/19;4;Trim 4;2;Semestre 2;2019-12-01;dez/19;dez/19
2020-01-01;2020;1;Janeiro;1;Quarta-Feira;Dia Útil;1;jan/20;1;Trim 1;1;Semestre 1;2020-01-01;jan/20;jan/20
2020-01-02;2020;1;Janeiro;2;Quinta-Feira;Dia Útil;1;jan/20;1;Trim 1;1;Semestre 1;2020-01-01;jan/20;jan/20
2020-01-03;2020;1;Janeiro;3;Sexta-Feira;Dia Útil;1;jan/20;1;Trim 1;1;Semestre 1;2020-01-01;jan/20;jan/20
2020-01-04;2020;1;Janeiro;4;Sábado;Final de Semana;1;jan/20;1;Trim 1;1;Semestre 1;2020-01-01;jan/20;jan/20
2020-01-05;2020;1;Janeiro;5;Domingo;Final de Semana;2;fev/20;1;Trim 1;1;Semestre 1;2020-01-01;jan/20;jan/20
2020-01-06;2020;1;Janeiro;6;Segunda-Feira;Dia Útil;2;fev/20;1;Trim 1;1;Semestre 1;2020-01-01;jan/20;jan/20
2020-01-07;2020;1;Janeiro;7;Terça-Feira;Dia Útil;2;fev/20;1;Trim 1;1;Semestre 1;2020-01-01;jan/20;jan/20
2020-01-08;2020;1;Janeiro;8;Quarta-Feira;Dia Útil;2;fev/20;1;Trim 1;1;Semestre 1;2020-01-01;jan/20;jan/20
2020-01-09;2020;1;Janeiro;9;Quinta-Feira;Dia Útil;2;fev/20;1;Trim 1;1;Semestre 1;2020-01-01;jan/20;jan/20
2020-01-10;2020;1;Janeiro;10;Sexta-Feira;Dia Útil;2;fev/20;1;Trim 1;1;Semestre 1;2020-01-01;jan/20;jan/20
2020-01-11;2020;1;Janeiro;11;Sábado;Final de Semana;2;fev/20;1;Trim 1;1;Semestre 1;2020-01-01;jan/20;jan/20
2020-01-12;2020;1;Janeiro;12;Domingo;Final de Semana;3;mar/20;1;Trim 1;1;Semestre 1;2020-01-01;jan/20;jan/20
2020-01-13;2020;1;Janeiro;13;Segunda-Feira;Dia Útil;3;mar/20;1;Trim 1;1;Semestre 1;2020-01-01;jan/20;jan/20
2020-01-14;2020;1;Janeiro;14;Terça-Feira;Dia Útil;3;mar/20;1;Trim 1;1;Semestre 1;2020-01-01;jan/20;jan/20
2020-01-15;2020;1;Janeiro;15;Quarta-Feira;Dia Útil;3;mar/20;1;Trim 1;1;Semestre 1;2020-01-01;jan/20;jan/20
2020-01-16;2020;1;Janeiro;16;Quinta-Feira;Dia Útil;3;mar/20;1;Trim 1;1;Semestre 1;2020-01-01;jan/20;jan/20
2020-01-17;2020;1;Janeiro;17;Sexta-Feira;Dia Útil;3;mar/20;1;Trim 1;1;Semestre 1;2020-01-01;jan/20;jan/20
2020-01-18;2020;1;Janeiro;18;Sábado;Final de Semana;3;mar/20;1;Trim 1;1;Semestre 1;2020-01-01;jan/20;jan/20
2020-01-19;2020;1;Janeiro;19;Domingo;Final de Semana;4;abr/20;1;Trim 1;1;Semestre 1;2020-01-01;jan/20;jan/20
2020-01-20;2020;1;Janeiro;20;Segunda-Feira;Dia Útil;4;abr/20;1;Trim 1;1;Semestre 1;2020-01-01;jan/20;jan/20
2020-01-21;2020;1;Janeiro;21;Terça-Feira;Dia Útil;4;abr/20;1;Trim 1;1;Semestre 1;2020-01-01;jan/20;jan/20
2020-01-22;2020;1;Janeiro;22;Quarta-Feira;Dia Útil;4;abr/20;1;Trim 1;1;Semestre 1;2020-01-01;jan/20;jan/20
2020-01-23;2020;1;Janeiro;23;Quinta-Feira;Dia Útil;4;abr/20;1;Trim 1;1;Semestre 1;2020-01-01;jan/20;jan/20
2020-01-24;2020;1;Janeiro;24;Sexta-Feira;Dia Útil;4;abr/20;1;Trim 1;1;Semestre 1;2020-01-01;jan/20;jan/20
2020-01-25;2020;1;Janeiro;25;Sábado;Final de Semana;4;abr/20;1;Trim 1;1;Semestre 1;2020-01-01;jan/20;jan/20
2020-01-26;2020;1;Janeiro;26;Domingo;Final de Semana;5;mai/20;1;Trim 1;1;Semestre 1;2020-01-01;jan/20;jan/20
2020-01-27;2020;1;Janeiro;27;Segunda-Feira;Dia Útil;5;mai/20;1;Trim 1;1;Semestre 1;2020-01-01;jan/20;jan/20
2020-01-28;2020;1;Janeiro;28;Terça-Feira;Dia Útil;5;mai/20;1;Trim 1;1;Semestre 1;2020-01-01;jan/20;jan/20
2020-01-29;2020;1;Janeiro;29;Quarta-Feira;Dia Útil;5;mai/20;1;Trim 1;1;Semestre 1;2020-01-01;jan/20;jan/20
2020-01-30;2020;1;Janeiro;30;Quinta-Feira;Dia Útil;5;mai/20;1;Trim 1;1;Semestre 1;2020-01-01;jan/20;jan/20
2020-01-31;2020;1;Janeiro;31;Sexta-Feira;Dia Útil;5;mai/20;1;Trim 1;1;Semestre 1;2020-01-01;jan/20;jan/20
2020-02-01;2020;2;Fevereiro;1;Sábado;Final de Semana;5;mai/20;1;Trim 1;1;Semestre 1;2020-02-01;fev/20;fev/20
2020-02-02;2020;2;Fevereiro;2;Domingo;Final de Semana;6;jun/20;1;Trim 1;1;Semestre 1;2020-02-01;fev/20;fev/20
2020-02-03;2020;2;Fevereiro;3;Segunda-Feira;Dia Útil;6;jun/20;1;Trim 1;1;Semestre 1;2020-02-01;fev/20;fev/20
2020-02-04;2020;2;Fevereiro;4;Terça-Feira;Dia Útil;6;jun/20;1;Trim 1;1;Semestre 1;2020-02-01;fev/20;fev/20
2020-02-05;2020;2;Fevereiro;5;Quarta-Feira;Dia Útil;6;jun/20;1;Trim 1;1;Semestre 1;2020-02-01;fev/20;fev/20
2020-02-06;2020;2;Fevereiro;6;Quinta-Feira;Dia Útil;6;jun/20;1;Trim 1;1;Semestre 1;2020-02-01;fev/20;fev/20
2020-02-07;2020;2;Fevereiro;7;Sexta-Feira;Dia Útil;6;jun/20;1;Trim 1;1;Semestre 1;2020-02-01;fev/20;fev/20
2020-02-08;2020;2;Fevereiro;8;Sábado;Final de Semana;6;jun/20;1;Trim 1;1;Semestre 1;2020-02-01;fev/20;fev/20
2020-02-09;2020;2;Fevereiro;9;Domingo;Final de Semana;7;jul/20;1;Trim 1;1;Semestre 1;2020-02-01;fev/20;fev/20
2020-02-10;2020;2;Fevereiro;10;Segunda-Feira;Dia Útil;7;jul/20;1;Trim 1;1;Semestre 1;2020-02-01;fev/20;fev/20
2020-02-11;2020;2;Fevereiro;11;Terça-Feira;Dia Útil;7;jul/20;1;Trim 1;1;Semestre 1;2020-02-01;fev/20;fev/20
2020-02-12;2020;2;Fevereiro;12;Quarta-Feira;Dia Útil;7;jul/20;1;Trim 1;1;Semestre 1;2020-02-01;fev/20;fev/20
2020-02-13;2020;2;Fevereiro;13;Quinta-Feira;Dia Útil;7;jul/20;1;Trim 1;1;Semestre 1;2020-02-01;fev/20;fev/20
2020-02-14;2020;2;Fevereiro;14;Sexta-Feira;Dia Útil;7;jul/20;1;Trim 1;1;Semestre 1;2020-02-01;fev/20;fev/20
2020-02-15;2020;2;Fevereiro;15;Sábado;Final de Semana;7;jul/20;1;Trim 1;1;Semestre 1;2020-02-01;fev/20;fev/20
2020-02-16;2020;2;Fevereiro;16;Domingo;Final de Semana;8;ago/20;1;Trim 1;1;Semestre 1;2020-02-01;fev/20;fev/20
2020-02-17;2020;2;Fevereiro;17;Segunda-Feira;Dia Útil;8;ago/20;1;Trim 1;1;Semestre 1;2020-02-01;fev/20;fev/20
2020-02-18;2020;2;Fevereiro;18;Terça-Feira;Dia Útil;8;ago/20;1;Trim 1;1;Semestre 1;2020-02-01;fev/20;fev/20
2020-02-19;2020;2;Fevereiro;19;Quarta-Feira;Dia Útil;8;ago/20;1;Trim 1;1;Semestre 1;2020-02-01;fev/20;fev/20
2020-02-20;2020;2;Fevereiro;20;Quinta-Feira;Dia Útil;8;ago/20;1;Trim 1;1;Semestre 1;2020-02-01;fev/20;fev/20
2020-02-21;2020;2;Fevereiro;21;Sexta-Feira;Dia Útil;8;ago/20;1;Trim 1;1;Semestre 1;2020-02-01;fev/20;fev/20
2020-02-22;2020;2;Fevereiro;22;Sábado;Final de Semana;8;ago/20;1;Trim 1;1;Semestre 1;2020-02-01;fev/20;fev/20
2020-02-23;2020;2;Fevereiro;23;Domingo;Final de Semana;9;set/20;1;Trim 1;1;Semestre 1;2020-02-01;fev/20;fev/20
2020-02-24;2020;2;Fevereiro;24;Segunda-Feira;Dia Útil;9;set/20;1;Trim 1;1;Semestre 1;2020-02-01;fev/20;fev/20
2020-02-25;2020;2;Fevereiro;25;Terça-Feira;Dia Útil;9;set/20;1;Trim 1;1;Semestre 1;2020-02-01;fev/20;fev/20
2020-02-26;2020;2;Fevereiro;26;Quarta-Feira;Dia Útil;9;set/20;1;Trim 1;1;Semestre 1;2020-02-01;fev/20;fev/20
2020-02-27;2020;2;Fevereiro;27;Quinta-Feira;Dia Útil;9;set/20;1;Trim 1;1;Semestre 1;2020-02-01;fev/20;fev/20
2020-02-28;2020;2;Fevereiro;28;Sexta-Feira;Dia Útil;9;set/20;1;Trim 1;1;Semestre 1;2020-02-01;fev/20;fev/20
2020-02-29;2020;2;Fevereiro;29;Sábado;Final de Semana;9;set/20;1;Trim 1;1;Semestre 1;2020-02-01;fev/20;fev/20
2020-03-01;2020;3;Março;1;Domingo;Final de Semana;10;out/20;1;Trim 1;1;Semestre 1;2020-03-01;mar/20;mar/20
2020-03-02;2020;3;Março;2;Segunda-Feira;Dia Útil;10;out/20;1;Trim 1;1;Semestre 1;2020-03-01;mar/20;mar/20
2020-03-03;2020;3;Março;3;Terça-Feira;Dia Útil;10;out/20;1;Trim 1;1;Semestre 1;2020-03-01;mar/20;mar/20
2020-03-04;2020;3;Março;4;Quarta-Feira;Dia Útil;10;out/20;1;Trim 1;1;Semestre 1;2020-03-01;mar/20;mar/20
2020-03-05;2020;3;Março;5;Quinta-Feira;Dia Útil;10;out/20;1;Trim 1;1;Semestre 1;2020-03-01;mar/20;mar/20
2020-03-06;2020;3;Março;6;Sexta-Feira;Dia Útil;10;out/20;1;Trim 1;1;Semestre 1;2020-03-01;mar/20;mar/20
2020-03-07;2020;3;Março;7;Sábado;Final de Semana;10;out/20;1;Trim 1;1;Semestre 1;2020-03-01;mar/20;mar/20
2020-03-08;2020;3;Março;8;Domingo;Final de Semana;11;nov/20;1;Trim 1;1;Semestre 1;2020-03-01;mar/20;mar/20
2020-03-09;2020;3;Março;9;Segunda-Feira;Dia Útil;11;nov/20;1;Trim 1;1;Semestre 1;2020-03-01;mar/20;mar/20
2020-03-10;2020;3;Março;10;Terça-Feira;Dia Útil;11;nov/20;1;Trim 1;1;Semestre 1;2020-03-01;mar/20;mar/20
2020-03-11;2020;3;Março;11;Quarta-Feira;Dia Útil;11;nov/20;1;Trim 1;1;Semestre 1;2020-03-01;mar/20;mar/20
2020-03-12;2020;3;Março;12;Quinta-Feira;Dia Útil;11;nov/20;1;Trim 1;1;Semestre 1;2020-03-01;mar/20;mar/20
2020-03-13;2020;3;Março;13;Sexta-Feira;Dia Útil;11;nov/20;1;Trim 1;1;Semestre 1;2020-03-01;mar/20;mar/20
2020-03-14;2020;3;Março;14;Sábado;Final de Semana;11;nov/20;1;Trim 1;1;Semestre 1;2020-03-01;mar/20;mar/20
2020-03-15;2020;3;Março;15;Domingo;Final de Semana;12;dez/20;1;Trim 1;1;Semestre 1;2020-03-01;mar/20;mar/20
2020-03-16;2020;3;Março;16;Segunda-Feira;Dia Útil;12;dez/20;1;Trim 1;1;Semestre 1;2020-03-01;mar/20;mar/20
2020-03-17;2020;3;Março;17;Terça-Feira;Dia Útil;12;dez/20;1;Trim 1;1;Semestre 1;2020-03-01;mar/20;mar/20
2020-03-18;2020;3;Março;18;Quarta-Feira;Dia Útil;12;dez/20;1;Trim 1;1;Semestre 1;2020-03-01;mar/20;mar/20
2020-03-19;2020;3;Março;19;Quinta-Feira;Dia Útil;12;dez/20;1;Trim 1;1;Semestre 1;2020-03-01;mar/20;mar/20
2020-03-20;2020;3;Março;20;Sexta-Feira;Dia Útil;12;dez/20;1;Trim 1;1;Semestre 1;2020-03-01;mar/20;mar/20
2020-03-21;2020;3;Março;21;Sábado;Final de Semana;12;dez/20;1;Trim 1;1;Semestre 1;2020-03-01;mar/20;mar/20
2020-03-22;2020;3;Março;22;Domingo;Final de Semana;13;13/20;1;Trim 1;1;Semestre 1;2020-03-01;mar/20;mar/20
2020-03-23;2020;3;Março;23;Segunda-Feira;Dia Útil;13;13/20;1;Trim 1;1;Semestre 1;2020-03-01;mar/20;mar/20
2020-03-24;2020;3;Março;24;Terça-Feira;Dia Útil;13;13/20;1;Trim 1;1;Semestre 1;2020-03-01;mar/20;mar/20
2020-03-25;2020;3;Março;25;Quarta-Feira;Dia Útil;13;13/20;1;Trim 1;1;Semestre 1;2020-03-01;mar/20;mar/20
2020-03-26;2020;3;Março;26;Quinta-Feira;Dia Útil;13;13/20;1;Trim 1;1;Semestre 1;2020-03-01;mar/20;mar/20
2020-03-27;2020;3;Março;27;Sexta-Feira;Dia Útil;13;13/20;1;Trim 1;1;Semestre 1;2020-03-01;mar/20;mar/20
2020-03-28;2020;3;Março;28;Sábado;Final de Semana;13;13/20;1;Trim 1;1;Semestre 1;2020-03-01;mar/20;mar/20
2020-03-29;2020;3;Março;29;Domingo;Final de Semana;14;14/20;1;Trim 1;1;Semestre 1;2020-03-01;mar/20;mar/20
2020-03-30;2020;3;Março;30;Segunda-Feira;Dia Útil;14;14/20;1;Trim 1;1;Semestre 1;2020-03-01;mar/20;mar/20
2020-03-31;2020;3;Março;31;Terça-Feira;Dia Útil;14;14/20;1;Trim 1;1;Semestre 1;2020-03-01;mar/20;mar/20
2020-04-01;2020;4;Abril;1;Quarta-Feira;Dia Útil;14;14/20;2;Trim 2;1;Semestre 1;2020-04-01;abr/20;abr/20
2020-04-02;2020;4;Abril;2;Quinta-Feira;Dia Útil;14;14/20;2;Trim 2;1;Semestre 1;2020-04-01;abr/20;abr/20
2020-04-03;2020;4;Abril;3;Sexta-Feira;Dia Útil;14;14/20;2;Trim 2;1;Semestre 1;2020-04-01;abr/20;abr/20
2020-04-04;2020;4;Abril;4;Sábado;Final de Semana;14;14/20;2;Trim 2;1;Semestre 1;2020-04-01;abr/20;abr/20
2020-04-05;2020;4;Abril;5;Domingo;Final de Semana;15;15/20;2;Trim 2;1;Semestre 1;2020-04-01;abr/20;abr/20
2020-04-06;2020;4;Abril;6;Segunda-Feira;Dia Útil;15;15/20;2;Trim 2;1;Semestre 1;2020-04-01;abr/20;abr/20
2020-04-07;2020;4;Abril;7;Terça-Feira;Dia Útil;15;15/20;2;Trim 2;1;Semestre 1;2020-04-01;abr/20;abr/20
2020-04-08;2020;4;Abril;8;Quarta-Feira;Dia Útil;15;15/20;2;Trim 2;1;Semestre 1;2020-04-01;abr/20;abr/20
2020-04-09;2020;4;Abril;9;Quinta-Feira;Dia Útil;15;15/20;2;Trim 2;1;Semestre 1;2020-04-01;abr/20;abr/20
2020-04-10;2020;4;Abril;10;Sexta-Feira;Dia Útil;15;15/20;2;Trim 2;1;Semestre 1;2020-04-01;abr/20;abr/20
